games,learning_rate,discount,average_moves
1000,0.34,0.08,66.03
1000,0.34,0.1,65.77
1000,0.34,0.12,65.46
1000,0.34,0.14,65.09
1000,0.34,0.16,65.82
1000,0.34,0.18,64.75
1000,0.34,0.2,65.92
1000,0.34,0.22,66.22
1000,0.34,0.24,64.85
1000,0.34,0.26,65.25
1000,0.34,0.28,65.77
1000,0.34,0.3,65.93
1000,0.34,0.32,65.25
1000,0.34,0.34,64.92
1000,0.34,0.36,65.64
1000,0.34,0.38,65.99
1000,0.34,0.4,65.6
1000,0.34,0.42,65.26
1000,0.34,0.44,65.06
1000,0.34,0.46,65.1
1000,0.34,0.48,66.33
1000,0.34,0.5,65.19
1000,0.34,0.52,66.09
1000,0.34,0.54,65.64
1000,0.34,0.56,65.62
1000,0.34,0.58,66.06
1000,0.34,0.6,65.51
1000,0.34,0.62,66.53
1000,0.34,0.64,66.52
1000,0.34,0.66,65.65
1000,0.34,0.68,66.09
1000,0.34,0.7,65.68
1000,0.34,0.72,65.93
1000,0.34,0.74,65.91
1000,0.34,0.76,65.37
1000,0.34,0.78,65.98
1000,0.34,0.8,65.65
1000,0.34,0.82,65.65
1000,0.34,0.84,65.65
1000,0.34,0.86,65.49
1000,0.34,0.88,66.13
1000,0.34,0.9,66.02
1000,0.34,0.92,65.53
1000,0.34,0.94,65.58
1000,0.34,0.96,65.78
1000,0.34,0.98,66.27
1000,0.34,1.0,65.56
1000,0.34,1.02,65.99
1000,0.34,1.04,65.43
1000,0.34,1.06,66.04
1000,0.34,1.08,65.88
1000,0.36,0,65.94
1000,0.36,0.02,65.47
1000,0.36,0.04,65.48
1000,0.36,0.06,65.49
1000,0.36,0.08,65.77
1000,0.36,0.1,65.87
1000,0.36,0.12,66.14
1000,0.36,0.14,66.13
1000,0.36,0.16,64.68
1000,0.36,0.18,65.24
1000,0.36,0.2,66.3
1000,0.36,0.22,64.6
1000,0.36,0.24,65.07
1000,0.36,0.26,65.85
1000,0.36,0.28,66.34
1000,0.36,0.3,65.98
1000,0.36,0.32,65.16
1000,0.36,0.34,65.94
1000,0.36,0.36,65.6
1000,0.36,0.38,65.46
1000,0.36,0.4,65.51
1000,0.36,0.42,65.45
1000,0.36,0.44,65.57
1000,0.36,0.46,65.6
1000,0.36,0.48,65.94
1000,0.36,0.5,64.88
1000,0.36,0.52,66.22
1000,0.36,0.54,65.2
1000,0.36,0.56,66.09
1000,0.36,0.58,65.19
1000,0.36,0.6,66.18
1000,0.36,0.62,65.77
1000,0.36,0.64,65.5
1000,0.36,0.66,66.35
1000,0.36,0.68,65.71
1000,0.36,0.7,65.49
1000,0.36,0.72,66.63
1000,0.36,0.74,65.97
1000,0.36,0.76,66.38
1000,0.36,0.78,66.12
1000,0.36,0.8,66.12
1000,0.36,0.82,66.11
1000,0.36,0.84,65.73
1000,0.36,0.86,65.88
1000,0.36,0.88,65.58
1000,0.36,0.9,65.52
1000,0.36,0.92,65.44
1000,0.36,0.94,65.58
1000,0.36,0.96,65.85
1000,0.36,0.98,64.88
1000,0.36,1.0,65.44
1000,0.36,1.02,65.92
1000,0.36,1.04,65.55
1000,0.36,1.06,66.42
1000,0.36,1.08,65.63
1000,0.38,0,65.25
1000,0.38,0.02,65.47
1000,0.38,0.04,65.59
1000,0.38,0.06,64.93
1000,0.38,0.08,65.49
1000,0.38,0.1,66.47
1000,0.38,0.12,66.2
1000,0.38,0.14,66.1
1000,0.38,0.16,65.51
1000,0.38,0.18,66.03
1000,0.38,0.2,66.12
1000,0.38,0.22,66.31
1000,0.38,0.24,66.76
1000,0.38,0.26,65.88
1000,0.38,0.28,66.49
1000,0.38,0.3,65.5
1000,0.38,0.32,65.5
1000,0.38,0.34,65.85
1000,0.38,0.36,65.74
1000,0.38,0.38,65.73
1000,0.38,0.4,65.64
1000,0.38,0.42,66.04
1000,0.38,0.44,65.81
1000,0.38,0.46,66.42
1000,0.38,0.48,66.25
1000,0.38,0.5,65.68
1000,0.38,0.52,66.33
1000,0.38,0.54,65.48
1000,0.38,0.56,65.95
1000,0.38,0.58,65.76
1000,0.38,0.6,65.69
1000,0.38,0.62,65.88
1000,0.38,0.64,65.19
1000,0.38,0.66,65.66
1000,0.38,0.68,65.25
1000,0.38,0.7,65.95
1000,0.38,0.72,66.39
1000,0.38,0.74,66.43
1000,0.38,0.76,65.57
1000,0.38,0.78,65.36
1000,0.38,0.8,65.64
1000,0.38,0.82,65.18
1000,0.38,0.84,65.8
1000,0.38,0.86,65.59
1000,0.38,0.88,66.06
1000,0.38,0.9,66.04
1000,0.38,0.92,66.31
1000,0.38,0.94,65.68
1000,0.38,0.96,65.86
1000,0.38,0.98,66.34
1000,0.38,1.0,66.34
1000,0.38,1.02,66.09
1000,0.38,1.04,65.69
1000,0.38,1.06,65.34
1000,0.38,1.08,65.53
1000,0.4,0,65.47
1000,0.4,0.02,65.55
1000,0.4,0.04,65.6
1000,0.4,0.06,65.26
1000,0.4,0.08,65.86
1000,0.4,0.1,66.07
1000,0.4,0.12,65.59
1000,0.4,0.14,65.24
1000,0.4,0.16,66.31
1000,0.4,0.18,65.42
1000,0.4,0.2,66.13
1000,0.4,0.22,64.91
1000,0.4,0.24,64.97
1000,0.4,0.26,65.96
1000,0.4,0.28,66.09
1000,0.4,0.3,65.74
1000,0.4,0.32,64.96
1000,0.4,0.34,65.74
1000,0.4,0.36,65.61
1000,0.4,0.38,65.53
1000,0.4,0.4,66.02
1000,0.4,0.42,65.53
1000,0.4,0.44,64.95
1000,0.4,0.46,65.69
1000,0.4,0.48,65.66
1000,0.4,0.5,65.52
1000,0.4,0.52,65.7
1000,0.4,0.54,64.8
1000,0.4,0.56,65.39
1000,0.4,0.58,65.06
1000,0.4,0.6,65.72
1000,0.4,0.62,65.06
1000,0.4,0.64,65.31
1000,0.4,0.66,65.96
1000,0.4,0.68,65.66
1000,0.4,0.7,65.58
1000,0.4,0.72,65.83
1000,0.4,0.74,65.27
1000,0.4,0.76,67.32
1000,0.4,0.78,66.14
1000,0.4,0.8,65.99
1000,0.4,0.82,65.47
1000,0.4,0.84,64.96
1000,0.4,0.86,65.37
1000,0.4,0.88,65.08
1000,0.4,0.9,65.48
1000,0.4,0.92,65.67
1000,0.4,0.94,65.58
1000,0.4,0.96,65.56
1000,0.4,0.98,65.83
1000,0.4,1.0,65.48
1000,0.4,1.02,65.56
1000,0.4,1.04,64.78
1000,0.4,1.06,65.83
1000,0.4,1.08,65.48
1000,0.42,0,65.34
1000,0.42,0.02,65.99
1000,0.42,0.04,65.24
1000,0.42,0.06,65.29
1000,0.42,0.08,66.13
1000,0.42,0.1,65.27
1000,0.42,0.12,65.52
1000,0.42,0.14,66.13
1000,0.42,0.16,65.03
1000,0.42,0.18,66.02
1000,0.42,0.2,65.61
1000,0.42,0.22,64.96
1000,0.42,0.24,65.99
1000,0.42,0.26,65.86
1000,0.42,0.28,65.56
1000,0.42,0.3,65.14
1000,0.42,0.32,66.33
1000,0.42,0.34,65.27
1000,0.42,0.36,65.53
1000,0.42,0.38,65.41
1000,0.42,0.4,65.69
1000,0.42,0.42,65.34
1000,0.42,0.44,65.89
1000,0.42,0.46,66.04
1000,0.42,0.48,65.52
1000,0.42,0.5,65.67
1000,0.42,0.52,65.54
1000,0.42,0.54,65.27
1000,0.42,0.56,65.73
1000,0.42,0.58,66.01
1000,0.42,0.6,65.36
1000,0.42,0.62,66.08
1000,0.42,0.64,66.45
1000,0.42,0.66,66.4
1000,0.42,0.68,65.2
1000,0.42,0.7,65.36
1000,0.42,0.72,66.05
1000,0.42,0.74,65.89
1000,0.42,0.76,66.02
1000,0.42,0.78,65.79
1000,0.42,0.8,65.17
1000,0.42,0.82,65.85
1000,0.42,0.84,66.25
1000,0.42,0.86,66.05
1000,0.42,0.88,65.37
1000,0.42,0.9,66.02
1000,0.42,0.92,65.1
1000,0.42,0.94,66.01
1000,0.42,0.96,66.03
1000,0.42,0.98,66.23
1000,0.42,1.0,66.01
1000,0.42,1.02,66.09
1000,0.42,1.04,65.66
1000,0.42,1.06,66.09
1000,0.42,1.08,64.84
1000,0.44,0,65.13
1000,0.44,0.02,65.02
1000,0.44,0.04,65.35
1000,0.44,0.06,65.42
1000,0.44,0.08,65.39
1000,0.44,0.1,65.24
1000,0.44,0.12,65.54
1000,0.44,0.14,65.7
1000,0.44,0.16,65.28
1000,0.44,0.18,66.41
1000,0.44,0.2,66.05
1000,0.44,0.22,66.1
1000,0.44,0.24,65.86
1000,0.44,0.26,65.2
1000,0.44,0.28,64.87
1000,0.44,0.3,65.43
1000,0.44,0.32,66.25
1000,0.44,0.34,64.96
1000,0.44,0.36,65.23
1000,0.44,0.38,65.55
1000,0.44,0.4,65.1
1000,0.44,0.42,66.04
1000,0.44,0.44,66.03
1000,0.44,0.46,66.19
1000,0.44,0.48,65.51
1000,0.44,0.5,65.26
1000,0.44,0.52,66.15
1000,0.44,0.54,66.07
1000,0.44,0.56,65.64
1000,0.44,0.58,66.33
1000,0.44,0.6,65.73
1000,0.44,0.62,65.88
1000,0.44,0.64,65.64
1000,0.44,0.66,65.37
1000,0.44,0.68,65.33
1000,0.44,0.7,65.49
1000,0.44,0.72,65.47
1000,0.44,0.74,65.77
1000,0.44,0.76,65.51
1000,0.44,0.78,65.75
1000,0.44,0.8,65.98
1000,0.44,0.82,65.41
1000,0.44,0.84,66.19
1000,0.44,0.86,66.22
1000,0.44,0.88,65.67
1000,0.44,0.9,66.5
1000,0.44,0.92,65.94
1000,0.44,0.94,65.88
1000,0.44,0.96,65.77
1000,0.44,0.98,65.18
1000,0.44,1.0,65.34
1000,0.44,1.02,65.8
1000,0.44,1.04,64.88
1000,0.44,1.06,65.19
1000,0.44,1.08,65.08
1000,0.46,0,65.47
1000,0.46,0.02,65.19
1000,0.46,0.04,65.93
1000,0.46,0.06,65.65
1000,0.46,0.08,65.91
1000,0.46,0.1,65.45
1000,0.46,0.12,65.51
1000,0.46,0.14,65.06
1000,0.46,0.16,65.52
1000,0.46,0.18,65.23
1000,0.46,0.2,64.99
1000,0.46,0.22,66.06
1000,0.46,0.24,66.39
1000,0.46,0.26,65.94
1000,0.46,0.28,65.26
1000,0.46,0.3,65.26
1000,0.46,0.32,65.81
1000,0.46,0.34,65.94
1000,0.46,0.36,65.6
1000,0.46,0.38,65.47
1000,0.46,0.4,65.75
1000,0.46,0.42,66.28
1000,0.46,0.44,66.67
1000,0.46,0.46,66.09
1000,0.46,0.48,66.09
1000,0.46,0.5,65.77
1000,0.46,0.52,65.91
1000,0.46,0.54,65.65
1000,0.46,0.56,65.33
1000,0.46,0.58,66.08
1000,0.46,0.6,65.34
1000,0.46,0.62,66.8
1000,0.46,0.64,66.0
1000,0.46,0.66,64.98
1000,0.46,0.68,65.99
1000,0.46,0.7,65.72
1000,0.46,0.72,65.52
1000,0.46,0.74,65.52
1000,0.46,0.76,66.25
1000,0.46,0.78,65.75
1000,0.46,0.8,66.17
1000,0.46,0.82,66.07
1000,0.46,0.84,65.49
1000,0.46,0.86,65.19
1000,0.46,0.88,65.84
1000,0.46,0.9,65.03
1000,0.46,0.92,65.96
1000,0.46,0.94,66.25
1000,0.46,0.96,65.39
1000,0.46,0.98,65.19
1000,0.46,1.0,65.96
1000,0.46,1.02,65.24
1000,0.46,1.04,65.91
1000,0.46,1.06,65.66
1000,0.46,1.08,66.13
1000,0.48,0,64.73
1000,0.48,0.02,66.03
1000,0.48,0.04,65.23
1000,0.48,0.06,65.47
1000,0.48,0.08,65.67
1000,0.48,0.1,65.26
1000,0.48,0.12,65.31
1000,0.48,0.14,65.85
1000,0.48,0.16,65.53
1000,0.48,0.18,65.83
1000,0.48,0.2,66.27
1000,0.48,0.22,66.09
1000,0.48,0.24,65.39
1000,0.48,0.26,65.41
1000,0.48,0.28,66.38
1000,0.48,0.3,65.45
1000,0.48,0.32,66.06
1000,0.48,0.34,66.41
1000,0.48,0.36,65.81
1000,0.48,0.38,66.08
1000,0.48,0.4,66.27
1000,0.48,0.42,65.71
1000,0.48,0.44,65.74
1000,0.48,0.46,66.25
1000,0.48,0.48,66.05
1000,0.48,0.5,65.69
1000,0.48,0.52,65.58
1000,0.48,0.54,65.79
1000,0.48,0.56,65.87
1000,0.48,0.58,65.55
1000,0.48,0.6,66.66
1000,0.48,0.62,65.61
1000,0.48,0.64,65.99
1000,0.48,0.66,65.17
1000,0.48,0.68,66.34
1000,0.48,0.7,64.95
1000,0.48,0.72,65.57
1000,0.48,0.74,65.93
1000,0.48,0.76,65.24
1000,0.48,0.78,65.81
1000,0.48,0.8,65.12
1000,0.48,0.82,65.47
1000,0.48,0.84,66.49
1000,0.48,0.86,65.77
1000,0.48,0.88,65.69
1000,0.48,0.9,65.6
1000,0.48,0.92,65.02
1000,0.48,0.94,65.54
1000,0.48,0.96,65.83
1000,0.48,0.98,65.62
1000,0.48,1.0,65.34
1000,0.48,1.02,66.24
1000,0.48,1.04,65.81
1000,0.48,1.06,65.38
1000,0.48,1.08,65.55
1000,0.5,0,66.23
1000,0.5,0.02,65.63
1000,0.5,0.04,64.98
1000,0.5,0.06,65.09
1000,0.5,0.08,66.0
1000,0.5,0.1,65.09
1000,0.5,0.12,64.74
1000,0.5,0.14,65.94
1000,0.5,0.16,65.83
1000,0.5,0.18,65.44
1000,0.5,0.2,65.73
1000,0.5,0.22,65.67
1000,0.5,0.24,65.39
1000,0.5,0.26,64.91
1000,0.5,0.28,65.89
1000,0.5,0.3,65.42
1000,0.5,0.32,64.95
1000,0.5,0.34,65.22
1000,0.5,0.36,65.41
1000,0.5,0.38,65.15
1000,0.5,0.4,66.33
1000,0.5,0.42,65.47
1000,0.5,0.44,65.79
1000,0.5,0.46,66.19
1000,0.5,0.48,65.56
1000,0.5,0.5,65.18
1000,0.5,0.52,65.97
1000,0.5,0.54,66.24
1000,0.5,0.56,65.35
1000,0.5,0.58,65.83
1000,0.5,0.6,65.81
1000,0.5,0.62,65.54
1000,0.5,0.64,65.44
1000,0.5,0.66,65.9
1000,0.5,0.68,66.24
1000,0.5,0.7,65.89
1000,0.5,0.72,65.39
1000,0.5,0.74,66.09
1000,0.5,0.76,65.81
1000,0.5,0.78,65.21
1000,0.5,0.8,65.79
1000,0.5,0.82,65.89
1000,0.5,0.84,65.57
1000,0.5,0.86,65.57
1000,0.5,0.88,65.36
1000,0.5,0.9,66.09
1000,0.5,0.92,66.28
1000,0.5,0.94,65.67
1000,0.5,0.96,66.19
1000,0.5,0.98,66.06
1000,0.5,1.0,66.18
1000,0.5,1.02,65.56
1000,0.5,1.04,65.33
1000,0.5,1.06,65.32
1000,0.5,1.08,65.9
1000,0.52,0,65.49
1000,0.52,0.02,64.77
1000,0.52,0.04,65.7
1000,0.52,0.06,65.28
1000,0.52,0.08,65.46
1000,0.52,0.1,66.3
1000,0.52,0.12,66.05
1000,0.52,0.14,65.93
1000,0.52,0.16,65.68
1000,0.52,0.18,65.36
1000,0.52,0.2,65.63
1000,0.52,0.22,64.49
1000,0.52,0.24,65.53
1000,0.52,0.26,65.55
1000,0.52,0.28,65.87
1000,0.52,0.3,65.74
1000,0.52,0.32,66.33
1000,0.52,0.34,65.9
1000,0.52,0.36,64.82
1000,0.52,0.38,65.91
1000,0.52,0.4,65.78
1000,0.52,0.42,66.03
1000,0.52,0.44,65.65
1000,0.52,0.46,65.21
1000,0.52,0.48,65.75
1000,0.52,0.5,64.73
1000,0.52,0.52,65.85
1000,0.52,0.54,65.64
1000,0.52,0.56,66.51
1000,0.52,0.58,66.04
1000,0.52,0.6,65.35
1000,0.52,0.62,65.48
1000,0.52,0.64,64.97
1000,0.52,0.66,66.23
1000,0.52,0.68,65.82
1000,0.52,0.7,65.7
1000,0.52,0.72,65.67
1000,0.52,0.74,65.82
1000,0.52,0.76,65.94
1000,0.52,0.78,66.05
1000,0.52,0.8,65.84
1000,0.52,0.82,65.22
1000,0.52,0.84,66.01
1000,0.52,0.86,65.97
1000,0.52,0.88,65.89
1000,0.52,0.9,65.84
1000,0.52,0.92,65.83
1000,0.52,0.94,65.75
1000,0.52,0.96,65.33
1000,0.52,0.98,66.08
1000,0.52,1.0,66.33
1000,0.52,1.02,65.71
1000,0.52,1.04,65.6
1000,0.52,1.06,66.1
1000,0.52,1.08,66.08
1000,0.54,0,65.45
1000,0.54,0.02,65.37
1000,0.54,0.04,65.22
1000,0.54,0.06,65.85
1000,0.54,0.08,65.25
1000,0.54,0.1,65.44
1000,0.54,0.12,65.57
1000,0.54,0.14,65.57
1000,0.54,0.16,64.94
1000,0.54,0.18,65.66
1000,0.54,0.2,65.53
1000,0.54,0.22,65.83
1000,0.54,0.24,65.48
1000,0.54,0.26,64.84
1000,0.54,0.28,65.64
1000,0.54,0.3,65.24
1000,0.54,0.32,65.08
1000,0.54,0.34,65.92
1000,0.54,0.36,66.1
1000,0.54,0.38,64.84
1000,0.54,0.4,65.98
1000,0.54,0.42,65.55
1000,0.54,0.44,66.45
1000,0.54,0.46,66.14
1000,0.54,0.48,65.53
1000,0.54,0.5,65.53
1000,0.54,0.52,65.72
1000,0.54,0.54,65.61
1000,0.54,0.56,65.67
1000,0.54,0.58,65.33
1000,0.54,0.6,66.32
1000,0.54,0.62,66.21
1000,0.54,0.64,66.16
1000,0.54,0.66,65.36
1000,0.54,0.68,65.14
1000,0.54,0.7,65.3
1000,0.54,0.72,66.77
1000,0.54,0.74,65.04
1000,0.54,0.76,65.76
1000,0.54,0.78,65.43
1000,0.54,0.8,65.23
1000,0.54,0.82,66.52
1000,0.54,0.84,65.71
1000,0.54,0.86,65.35
1000,0.54,0.88,65.37
1000,0.54,0.9,65.7
1000,0.54,0.92,66.03
1000,0.54,0.94,65.08
1000,0.54,0.96,65.86
1000,0.54,0.98,65.93
1000,0.54,1.0,65.0
1000,0.54,1.02,65.54
1000,0.54,1.04,65.29
1000,0.54,1.06,65.37
1000,0.54,1.08,66.08
1000,0.56,0,65.51
1000,0.56,0.02,65.75
1000,0.56,0.04,65.36
1000,0.56,0.06,65.31
1000,0.56,0.08,65.6
1000,0.56,0.1,64.83
1000,0.56,0.12,65.48
1000,0.56,0.14,65.4
1000,0.56,0.16,65.64
1000,0.56,0.18,65.69
1000,0.56,0.2,65.4
1000,0.56,0.22,65.38
1000,0.56,0.24,65.95
1000,0.56,0.26,65.7
1000,0.56,0.28,65.43
1000,0.56,0.3,66.03
1000,0.56,0.32,65.98
1000,0.56,0.34,66.56
1000,0.56,0.36,65.88
1000,0.56,0.38,65.76
1000,0.56,0.4,66.01
1000,0.56,0.42,65.79
1000,0.56,0.44,65.99
1000,0.56,0.46,65.58
1000,0.56,0.48,65.85
1000,0.56,0.5,65.85
1000,0.56,0.52,65.44
1000,0.56,0.54,65.0
1000,0.56,0.56,65.96
1000,0.56,0.58,65.89
1000,0.56,0.6,65.99
1000,0.56,0.62,66.61
1000,0.56,0.64,65.96
1000,0.56,0.66,66.51
1000,0.56,0.68,65.68
1000,0.56,0.7,66.12
1000,0.56,0.72,65.2
1000,0.56,0.74,65.54
1000,0.56,0.76,66.04
1000,0.56,0.78,65.24
1000,0.56,0.8,66.14
1000,0.56,0.82,65.55
1000,0.56,0.84,65.94
1000,0.56,0.86,66.46
1000,0.56,0.88,65.72
1000,0.56,0.9,65.22
1000,0.56,0.92,66.44
1000,0.56,0.94,66.29
1000,0.56,0.96,66.54
1000,0.56,0.98,65.79
1000,0.56,1.0,65.83
1000,0.56,1.02,66.06
1000,0.56,1.04,65.69
1000,0.56,1.06,65.51
1000,0.56,1.08,65.95
1000,0.58,0,65.62
1000,0.58,0.02,65.6
1000,0.58,0.04,65.78
1000,0.58,0.06,65.77
1000,0.58,0.08,66.5
1000,0.58,0.1,65.61
1000,0.58,0.12,65.68
1000,0.58,0.14,65.78
1000,0.58,0.16,65.74
1000,0.58,0.18,65.55
1000,0.58,0.2,66.19
1000,0.58,0.22,66.06
1000,0.58,0.24,66.27
1000,0.58,0.26,65.31
1000,0.58,0.28,65.9
1000,0.58,0.3,65.7
1000,0.58,0.32,65.82
1000,0.58,0.34,65.23
1000,0.58,0.36,65.48
1000,0.58,0.38,65.62
1000,0.58,0.4,66.0
1000,0.58,0.42,66.31
1000,0.58,0.44,65.6
1000,0.58,0.46,65.84
1000,0.58,0.48,66.22
1000,0.58,0.5,66.07
1000,0.58,0.52,65.41
1000,0.58,0.54,65.56
1000,0.58,0.56,65.21
1000,0.58,0.58,65.7
1000,0.58,0.6,65.88
1000,0.58,0.62,65.38
1000,0.58,0.64,65.56
1000,0.58,0.66,65.4
1000,0.58,0.68,65.85
1000,0.58,0.7,65.9
1000,0.58,0.72,65.52
1000,0.58,0.74,65.34
1000,0.58,0.76,65.56
1000,0.58,0.78,65.67
1000,0.58,0.8,65.56
1000,0.58,0.82,66.27
1000,0.58,0.84,65.16
1000,0.58,0.86,65.1
1000,0.58,0.88,65.75
1000,0.58,0.9,65.49
1000,0.58,0.92,66.33
1000,0.58,0.94,65.62
1000,0.58,0.96,66.05
1000,0.58,0.98,65.59
1000,0.58,1.0,65.24
1000,0.58,1.02,66.36
1000,0.58,1.04,65.45
1000,0.58,1.06,65.8
1000,0.58,1.08,65.36
1000,0.6,0,65.67
1000,0.6,0.02,65.41
1000,0.6,0.04,65.61
1000,0.6,0.06,65.05
1000,0.6,0.08,66.63
1000,0.6,0.1,65.64
1000,0.6,0.12,65.59
1000,0.6,0.14,65.13
1000,0.6,0.16,65.52
1000,0.6,0.18,65.0
1000,0.6,0.2,65.89
1000,0.6,0.22,64.79
1000,0.6,0.24,66.11
1000,0.6,0.26,65.4
1000,0.6,0.28,65.94
1000,0.6,0.3,66.04
1000,0.6,0.32,65.41
1000,0.6,0.34,64.97
1000,0.6,0.36,65.55
1000,0.6,0.38,65.72
1000,0.6,0.4,65.34
1000,0.6,0.42,65.14
1000,0.6,0.44,66.05
1000,0.6,0.46,65.89
1000,0.6,0.48,66.47
1000,0.6,0.5,66.4
1000,0.6,0.52,65.87
1000,0.6,0.54,65.18
1000,0.6,0.56,66.09
1000,0.6,0.58,66.21
1000,0.6,0.6,65.73
1000,0.6,0.62,66.55
1000,0.6,0.64,65.84
1000,0.6,0.66,65.35
1000,0.6,0.68,66.26
1000,0.6,0.7,65.0
1000,0.6,0.72,66.26
1000,0.6,0.74,65.56
1000,0.6,0.76,65.78
1000,0.6,0.78,65.45
1000,0.6,0.8,65.97
1000,0.6,0.82,65.6
1000,0.6,0.84,65.51
1000,0.6,0.86,65.83
1000,0.6,0.88,66.21
1000,0.6,0.9,65.84
1000,0.6,0.92,66.08
1000,0.6,0.94,65.99
1000,0.6,0.96,65.91
1000,0.6,0.98,65.41
1000,0.6,1.0,65.95
1000,0.6,1.02,65.16
1000,0.6,1.04,65.59
1000,0.6,1.06,66.31
1000,0.6,1.08,65.78
1000,0.62,0,65.55
1000,0.62,0.02,64.82
1000,0.62,0.04,65.92
1000,0.62,0.06,65.71
1000,0.62,0.08,65.89
1000,0.62,0.1,65.6
1000,0.62,0.12,65.29
1000,0.62,0.14,64.77
1000,0.62,0.16,65.17
1000,0.62,0.18,65.62
1000,0.62,0.2,65.99
1000,0.62,0.22,66.03
1000,0.62,0.24,65.77
1000,0.62,0.26,64.98
1000,0.62,0.28,64.97
1000,0.62,0.3,65.7
1000,0.62,0.32,65.95
1000,0.62,0.34,65.38
1000,0.62,0.36,64.98
1000,0.62,0.38,65.04
1000,0.62,0.4,66.39
1000,0.62,0.42,66.27
1000,0.62,0.44,65.94
1000,0.62,0.46,66.24
1000,0.62,0.48,65.84
1000,0.62,0.5,66.05
1000,0.62,0.52,66.21
1000,0.62,0.54,65.79
1000,0.62,0.56,66.37
1000,0.62,0.58,65.9
1000,0.62,0.6,66.63
1000,0.62,0.62,64.57
1000,0.62,0.64,66.31
1000,0.62,0.66,65.93
1000,0.62,0.68,65.64
1000,0.62,0.7,66.12
1000,0.62,0.72,65.9
1000,0.62,0.74,65.94
1000,0.62,0.76,65.18
1000,0.62,0.78,64.42
1000,0.62,0.8,65.97
1000,0.62,0.82,66.79
1000,0.62,0.84,65.38
1000,0.62,0.86,65.73
1000,0.62,0.88,66.32
1000,0.62,0.9,65.89
1000,0.62,0.92,65.61
1000,0.62,0.94,64.88
1000,0.62,0.96,65.45
1000,0.62,0.98,65.75
1000,0.62,1.0,65.77
1000,0.62,1.02,65.51
1000,0.62,1.04,65.74
1000,0.62,1.06,65.52
1000,0.62,1.08,65.78
1000,0.64,0,65.59
1000,0.64,0.02,65.86
1000,0.64,0.04,65.24
1000,0.64,0.06,65.39
1000,0.64,0.08,66.53
1000,0.64,0.1,65.19
1000,0.64,0.12,65.61
1000,0.64,0.14,65.15
1000,0.64,0.16,65.78
1000,0.64,0.18,65.31
1000,0.64,0.2,65.71
1000,0.64,0.22,65.58
1000,0.64,0.24,65.2
1000,0.64,0.26,64.78
1000,0.64,0.28,66.26
1000,0.64,0.3,65.66
1000,0.64,0.32,65.65
1000,0.64,0.34,65.63
1000,0.64,0.36,65.8
1000,0.64,0.38,65.64
1000,0.64,0.4,66.31
1000,0.64,0.42,65.15
1000,0.64,0.44,66.28
1000,0.64,0.46,65.37
1000,0.64,0.48,66.04
1000,0.64,0.5,65.46
1000,0.64,0.52,65.61
1000,0.64,0.54,65.96
1000,0.64,0.56,65.7
1000,0.64,0.58,65.75
1000,0.64,0.6,65.09
1000,0.64,0.62,64.86
1000,0.64,0.64,65.61
1000,0.64,0.66,64.89
1000,0.64,0.68,65.71
1000,0.64,0.7,65.5
1000,0.64,0.72,65.6
1000,0.64,0.74,65.97
1000,0.64,0.76,65.55
1000,0.64,0.78,65.75
1000,0.64,0.8,65.79
1000,0.64,0.82,66.3
1000,0.64,0.84,66.11
1000,0.64,0.86,66.21
1000,0.64,0.88,65.95
1000,0.64,0.9,65.14
1000,0.64,0.92,65.35
1000,0.64,0.94,65.38
1000,0.64,0.96,65.28
1000,0.64,0.98,64.84
1000,0.64,1.0,65.67
1000,0.64,1.02,65.67
1000,0.64,1.04,65.37
1000,0.64,1.06,65.22
1000,0.64,1.08,66.42
1000,0.66,0,65.62
1000,0.66,0.02,66.41
1000,0.66,0.04,66.35
1000,0.66,0.06,64.88
1000,0.66,0.08,65.32
1000,0.66,0.1,65.25
1000,0.66,0.12,65.07
1000,0.66,0.14,65.19
1000,0.66,0.16,65.02
1000,0.66,0.18,66.24
1000,0.66,0.2,66.27
1000,0.66,0.22,66.15
1000,0.66,0.24,65.44
1000,0.66,0.26,66.04
1000,0.66,0.28,65.82
1000,0.66,0.3,65.52
1000,0.66,0.32,65.36
1000,0.66,0.34,65.82
1000,0.66,0.36,65.8
1000,0.66,0.38,65.07
1000,0.66,0.4,64.68
1000,0.66,0.42,66.38
1000,0.66,0.44,66.03
1000,0.66,0.46,65.89
1000,0.66,0.48,65.86
1000,0.66,0.5,66.18
1000,0.66,0.52,66.11
1000,0.66,0.54,66.65
1000,0.66,0.56,66.15
1000,0.66,0.58,65.53
1000,0.66,0.6,65.57
1000,0.66,0.62,65.37
1000,0.66,0.64,65.32
1000,0.66,0.66,65.89
1000,0.66,0.68,65.93
1000,0.66,0.7,65.93
1000,0.66,0.72,65.99
1000,0.66,0.74,65.25
1000,0.66,0.76,66.19
1000,0.66,0.78,65.16
1000,0.66,0.8,65.38
1000,0.66,0.82,65.14
1000,0.66,0.84,64.69
1000,0.66,0.86,66.28
1000,0.66,0.88,65.53
1000,0.66,0.9,65.21
1000,0.66,0.92,65.84
1000,0.66,0.94,65.64
1000,0.66,0.96,65.85
1000,0.66,0.98,65.31
1000,0.66,1.0,65.6
1000,0.66,1.02,65.54
1000,0.66,1.04,66.08
1000,0.66,1.06,66.3
1000,0.66,1.08,65.58
1000,0.68,0,65.5
1000,0.68,0.02,65.53
1000,0.68,0.04,64.78
